name	version_release	arch	license
qemu-user-static-hppa	10.2.2-1.fc44	x86_64	Apache-2.0 AND BSD-2-Clause AND BSD-3-Clause AND FSFAP AND GPL-1.0-or-later AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-2.0-or-later WITH GCC-exception-2.0 AND LGPL-2.0-only AND LGPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND MIT AND LicenseRef-Fedora-Public-Domain AND CC-BY-3.0
qemu-user-static-loongarch64	10.2.2-1.fc44	x86_64	Apache-2.0 AND BSD-2-Clause AND BSD-3-Clause AND FSFAP AND GPL-1.0-or-later AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-2.0-or-later WITH GCC-exception-2.0 AND LGPL-2.0-only AND LGPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND MIT AND LicenseRef-Fedora-Public-Domain AND CC-BY-3.0
qemu-user-static-m68k	10.2.2-1.fc44	x86_64	Apache-2.0 AND BSD-2-Clause AND BSD-3-Clause AND FSFAP AND GPL-1.0-or-later AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-2.0-or-later WITH GCC-exception-2.0 AND LGPL-2.0-only AND LGPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND MIT AND LicenseRef-Fedora-Public-Domain AND CC-BY-3.0
qemu-user-static-microblaze	10.2.2-1.fc44	x86_64	Apache-2.0 AND BSD-2-Clause AND BSD-3-Clause AND FSFAP AND GPL-1.0-or-later AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-2.0-or-later WITH GCC-exception-2.0 AND LGPL-2.0-only AND LGPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND MIT AND LicenseRef-Fedora-Public-Domain AND CC-BY-3.0
qemu-user-static-mips	10.2.2-1.fc44	x86_64	Apache-2.0 AND BSD-2-Clause AND BSD-3-Clause AND FSFAP AND GPL-1.0-or-later AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-2.0-or-later WITH GCC-exception-2.0 AND LGPL-2.0-only AND LGPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND MIT AND LicenseRef-Fedora-Public-Domain AND CC-BY-3.0
qemu-user-static-or1k	10.2.2-1.fc44	x86_64	Apache-2.0 AND BSD-2-Clause AND BSD-3-Clause AND FSFAP AND GPL-1.0-or-later AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-2.0-or-later WITH GCC-exception-2.0 AND LGPL-2.0-only AND LGPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND MIT AND LicenseRef-Fedora-Public-Domain AND CC-BY-3.0
qemu-user-static-ppc	10.2.2-1.fc44	x86_64	Apache-2.0 AND BSD-2-Clause AND BSD-3-Clause AND FSFAP AND GPL-1.0-or-later AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-2.0-or-later WITH GCC-exception-2.0 AND LGPL-2.0-only AND LGPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND MIT AND LicenseRef-Fedora-Public-Domain AND CC-BY-3.0
qemu-user-static-riscv	10.2.2-1.fc44	x86_64	Apache-2.0 AND BSD-2-Clause AND BSD-3-Clause AND FSFAP AND GPL-1.0-or-later AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-2.0-or-later WITH GCC-exception-2.0 AND LGPL-2.0-only AND LGPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND MIT AND LicenseRef-Fedora-Public-Domain AND CC-BY-3.0
qemu-user-static-s390x	10.2.2-1.fc44	x86_64	Apache-2.0 AND BSD-2-Clause AND BSD-3-Clause AND FSFAP AND GPL-1.0-or-later AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-2.0-or-later WITH GCC-exception-2.0 AND LGPL-2.0-only AND LGPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND MIT AND LicenseRef-Fedora-Public-Domain AND CC-BY-3.0
qemu-user-static-sh4	10.2.2-1.fc44	x86_64	Apache-2.0 AND BSD-2-Clause AND BSD-3-Clause AND FSFAP AND GPL-1.0-or-later AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-2.0-or-later WITH GCC-exception-2.0 AND LGPL-2.0-only AND LGPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND MIT AND LicenseRef-Fedora-Public-Domain AND CC-BY-3.0
qemu-user-static-sparc	10.2.2-1.fc44	x86_64	Apache-2.0 AND BSD-2-Clause AND BSD-3-Clause AND FSFAP AND GPL-1.0-or-later AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-2.0-or-later WITH GCC-exception-2.0 AND LGPL-2.0-only AND LGPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND MIT AND LicenseRef-Fedora-Public-Domain AND CC-BY-3.0
qemu-user-static-x86	10.2.2-1.fc44	x86_64	Apache-2.0 AND BSD-2-Clause AND BSD-3-Clause AND FSFAP AND GPL-1.0-or-later AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-2.0-or-later WITH GCC-exception-2.0 AND LGPL-2.0-only AND LGPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND MIT AND LicenseRef-Fedora-Public-Domain AND CC-BY-3.0
qemu-user-static-xtensa	10.2.2-1.fc44	x86_64	Apache-2.0 AND BSD-2-Clause AND BSD-3-Clause AND FSFAP AND GPL-1.0-or-later AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-2.0-or-later WITH GCC-exception-2.0 AND LGPL-2.0-only AND LGPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND MIT AND LicenseRef-Fedora-Public-Domain AND CC-BY-3.0
qrencode-libs	4.1.1-12.fc44	x86_64	LicenseRef-Callaway-LGPLv2+
quota	4.11-2.fc44	x86_64	GPL-2.0-only AND GPL-2.0-or-later
quota-nls	4.11-2.fc44	noarch	LGPL-2.1-or-later AND GPL-2.0-only AND GPL-2.0-or-later
rav1e-libs	0.8.1-3.fc44	x86_64	BSD-2-Clause AND ISC AND MIT AND LicenseRef-BSD-2-Clause-WITH-AdditionRef-AOMPL-1.0 AND (Apache-2.0 OR MIT) AND (Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT) AND (Unlicense OR MIT)
rclone	1.74.3-1.fc44	x86_64	0BSD AND Apache-2.0 AND BSD-2-Clause AND BSD-3-Clause AND CC0-1.0 AND ISC AND LGPL-3.0-only AND MIT AND MPL-2.0 AND (Apache-2.0 OR MIT)
rdma-core-common	61.0-2.fc44	noarch	GPL-2.0-only OR BSD-2-Clause AND BSD-3-Clause
readline	8.3-4.fc44	x86_64	GPL-3.0-or-later AND GPL-2.0-or-later AND GFDL-1.3-no-invariants-or-later
realmd	0.17.1-19.fc44	x86_64	LGPL-2.1-or-later
realtek-firmware	20260622-1.fc44	noarch	LicenseRef-Callaway-Redistributable-no-modification-permitted
redhat-menus	12.0.2-39.fc44	noarch	GPL-1.0-or-later
rest	0.10.2-5.fc44	x86_64	LGPL-2.1-only
rpcbind	1.2.9-2.fc44	x86_64	BSD-3-Clause
rpm	6.0.1-2.fc44	x86_64	GPL-2.0-or-later
rpm-build-libs	6.0.1-2.fc44	x86_64	GPL-2.0-or-later
rpm-libs	6.0.1-2.fc44	x86_64	GPL-2.0-or-later OR LGPL-2.1-or-later
rpm-ostree	2026.2-1.fc44	x86_64	LGPL-2.0-or-later
rpm-ostree-libs	2026.2-1.fc44	x86_64	LGPL-2.0-or-later
rpm-plugin-audit	6.0.1-2.fc44	x86_64	GPL-2.0-or-later
rpm-plugin-dbus-announce	6.0.1-2.fc44	x86_64	GPL-2.0-or-later
rpm-plugin-selinux	6.0.1-2.fc44	x86_64	GPL-2.0-or-later
rpm-sequoia	1.10.2-2.fc44	x86_64	LGPL-2.0-or-later AND Apache-2.0 AND BSD-3-Clause AND BSL-1.0 AND MIT AND Unicode-3.0 AND Unicode-DFS-2016 AND (Apache-2.0 OR MIT) AND (Unlicense OR MIT)
rpm-sign-libs	6.0.1-2.fc44	x86_64	GPL-2.0-or-later
rsms-inter-fonts	4.1-3.fc44	noarch	OFL-1.1
rsync	3.4.1-7.fc44	x86_64	GPL-3.0-or-later
rtkit	0.11-70.fc44	x86_64	GPL-3.0-or-later AND MIT
rubberband-libs	4.0.0-5.fc44	x86_64	GPL-2.0-or-later
samba-client-libs	4.24.3-1.fc44	x86_64	GPL-3.0-or-later AND LGPL-3.0-or-later
samba-common	4.24.3-1.fc44	noarch	GPL-3.0-or-later AND LGPL-3.0-or-later
samba-core-libs	4.24.3-1.fc44	x86_64	GPL-3.0-or-later AND LGPL-3.0-or-later
samba-ndr-libs	4.24.3-1.fc44	x86_64	GPL-3.0-or-later AND LGPL-3.0-or-later
satyr	0.43-10.fc44	x86_64	GPL-2.0-or-later
sdbus-cpp	2.2.1-2.fc44	x86_64	LGPL-2.1-only
sdl2-compat	2.32.70-1.fc44	x86_64	Zlib
seahorse	47.0.1-6.fc44	x86_64	GPL-2.0-or-later AND LGPL-2.0-or-later AND CC-BY-SA-3.0
sed	4.9-7.fc44	x86_64	GPL-3.0-or-later
selinux-policy	44.3-1.fc44	noarch	GPL-2.0-or-later
selinux-policy-targeted	44.3-1.fc44	noarch	GPL-2.0-or-later
serd	0.32.8-1.fc44	x86_64	ISC
setup	2.15.0-28.fc44	noarch	LicenseRef-Fedora-Public-Domain
setxkbmap	1.3.4-7.fc44	x86_64	HPND
sg3_utils	1.48-9.fc44	x86_64	GPL-2.0-or-later AND BSD-2-Clause
sg3_utils-libs	1.48-9.fc44	x86_64	GPL-2.0-or-later AND BSD-2-Clause
shadow-utils	4.19.0-7.fc44	x86_64	BSD-3-Clause AND GPL-2.0-or-later
shadow-utils-subid	4.19.0-7.fc44	x86_64	BSD-3-Clause AND GPL-2.0-or-later
shared-mime-info	2.4-3.fc44	x86_64	GPL-2.0-or-later
shim-x64	16.1-5	x86_64	BSD-3-Clause
simdutf	7.2.1-3.fc44	x86_64	Apache-2.0 AND BSD-3-Clause
skopeo	1.22.2-1.fc44	x86_64	Apache-2.0 AND BSD-2-Clause AND BSD-3-Clause AND ISC AND MIT AND MPL-2.0
slang	2.3.3-9.fc44	x86_64	GPL-2.0-or-later
smartmontools	7.5-6.fc44	x86_64	GPL-2.0-or-later
smartmontools-selinux	7.5-6.fc44	noarch	GPL-2.0-or-later
snapper	0.13.0-3.fc44	x86_64	GPL-2.0-only
snapper-libs	0.13.0-3.fc44	x86_64	GPL-2.0-only
snappy	1.2.2-4.fc44	x86_64	BSD-3-Clause
socat	1.8.1.1-1.fc44	x86_64	GPL-2.0-only
sord	0.16.22-1.fc44	x86_64	ISC
sos	4.11.2-1.fc44	noarch	GPL-2.0-only
sound-theme-freedesktop	0.8-31.fc44	noarch	GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.0-or-later AND CC-BY-SA-3.0 AND CC-BY-3.0 AND CC-BY-4.0
source-highlight	3.1.9-27.fc44	x86_64	GPL-3.0-or-later AND GFDL-1.1-or-later AND LicenseRef-Fedora-Public-Domain AND GPL-2.0-only AND GPL-3.0-only AND GPL-3.0-or-later WITH Bison-exception-2.2
soxr	0.1.3-21.fc44	x86_64	LGPL-2.1-or-later
spandsp	0.0.6-22.fc44	x86_64	LGPL-2.1-only AND GPL-2.0-only
spdlog	1.15.3-4.fc44	x86_64	MIT
speech-dispatcher	0.12.1-6.fc44	x86_64	GPL-2.0-or-later AND LGPL-2.1-only OR LGPL-2.0-only
speech-dispatcher-espeak-ng	0.12.1-6.fc44	x86_64	GPL-2.0-or-later AND LGPL-2.1-only OR LGPL-2.0-only
speech-dispatcher-libs	0.12.1-6.fc44	x86_64	GPL-2.0-or-later
speex	1.2.0-21.fc44	x86_64	BSD-3-clause AND TU-Berlin-1.0
spirv-tools-libs	2026.1-1.fc44	x86_64	Apache-2.0
sqlite-libs	3.51.2-1.fc44	x86_64	blessing
squashfs-tools	4.6.1-8.fc44	x86_64	GPL-2.0-or-later
sratom	0.6.22-1.fc44	x86_64	MIT
srt-libs	1.5.5-1.fc44	x86_64	MPL-2.0
sso-mib-libs	0.8.0-1.fc44	x86_64	LGPL-2.1-only
sssd-ad	2.13.1-1.fc44	x86_64	GPL-3.0-or-later
sssd-client	2.13.1-1.fc44	x86_64	LGPL-3.0-or-later
sssd-common	2.13.1-1.fc44	x86_64	GPL-3.0-or-later
sssd-common-pac	2.13.1-1.fc44	x86_64	GPL-3.0-or-later
sssd-ipa	2.13.1-1.fc44	x86_64	GPL-3.0-or-later
sssd-krb5	2.13.1-1.fc44	x86_64	GPL-3.0-or-later
sssd-krb5-common	2.13.1-1.fc44	x86_64	GPL-3.0-or-later
sssd-ldap	2.13.1-1.fc44	x86_64	GPL-3.0-or-later
sssd-nfs-idmap	2.13.1-1.fc44	x86_64	GPL-3.0-or-later
stalld	1.28.1-1.fc44	x86_64	GPL-2.0-or-later AND GPL-2.0-only
startup-notification	0.12-33.fc44	x86_64	LGPL-2.0-or-later AND MIT
sudo	1.9.17-8.p2.fc44	x86_64	ISC
sudo-python-plugin	1.9.17-8.p2.fc44	x86_64	ISC
sushi	50.0-1.fc44	x86_64	GPL-2.0-or-later WITH GStreamer-exception-2008 AND CC0-1.0 AND (LGPL-2.0-or-later AND LGPL-2.1-or-later WITH GStreamer-exception-2005)
svt-av1-libs	3.1.2-2.fc44	x86_64	LicenseRef-BSD-3-Clause-Clear-WITH-AdditionRef-AOMPL-1.0 AND MIT AND ISC AND LicenseRef-Fedora-Public-Domain AND BSD-2-Clause
switcheroo-control	3.0-5.fc44	x86_64	GPL-3.0-only
systemd	259.7-1.fc44	x86_64	LGPL-2.1-or-later AND MIT AND GPL-2.0-or-later
systemd-libs	259.7-1.fc44	x86_64	LGPL-2.1-or-later AND MIT
systemd-pam	259.7-1.fc44	x86_64	LGPL-2.1-or-later AND MIT AND GPL-2.0-or-later
systemd-resolved	259.7-1.fc44	x86_64	LGPL-2.1-or-later AND MIT AND GPL-2.0-or-later
systemd-shared	259.7-1.fc44	x86_64	LGPL-2.1-or-later AND MIT
systemd-sysusers	259.7-1.fc44	x86_64	LGPL-2.1-or-later AND MIT AND GPL-2.0-or-later
systemd-udev	259.7-1.fc44	x86_64	LGPL-2.1-or-later
taglib	2.3-2.fc44	x86_64	(LGPL-2.1-only OR MPL-1.1) AND BSD-2-Clause AND LGPL-2.1-only
tar	1.35-8.fc44	x86_64	GPL-3.0-or-later
teamd	1.32-13.fc44	x86_64	LGPL-2.0-or-later
tecla	50.0-1.fc44	x86_64	GPL-2.0-or-later
tesseract	5.5.2-1.fc44	x86_64	Apache-2.0
tesseract-common	5.5.2-1.fc44	noarch	Apache-2.0
tesseract-langpack-eng	4.1.0-12.fc44	noarch	Apache-2.0
tesseract-libs	5.5.2-1.fc44	x86_64	Apache-2.0
tesseract-tessdata-doc	4.1.0-12.fc44	noarch	Apache-2.0
texlive-lib	20260301-111.fc44	x86_64	Apache-2.0 AND Artistic-2.0 AND BSD-3-Clause AND GFDL-1.1-or-later AND GPL-1.0-or-later AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-only AND GPL-3.0-or-later AND Knuth-CTAN AND LGPL-2.1-or-later AND LGPL-3.0-or-later AND LPPL-1.3a AND LPPL-1.3c AND MIT AND OFL-1.1 AND LicenseRef-Fedora-Public-Domain
tiwilink-firmware	20260622-1.fc44	noarch	LicenseRef-Callaway-Redistributable-no-modification-permitted
tmux	3.6b-1.fc44	x86_64	ISC AND BSD-2-Clause AND BSD-3-Clause AND SSH-short AND LicenseRef-Fedora-Public-Domain
toolbox	0.3-4.fc44	x86_64	Apache-2.0
totem-pl-parser	3.26.7-1.fc44	x86_64	LicenseRef-Callaway-LGPLv2+
tpm2-tools	5.7-5.fc44	x86_64	BSD-3-Clause
tpm2-tss	4.1.3-9.fc44	x86_64	BSD-2-Clause
tpm2-tss-fapi	4.1.3-9.fc44	x86_64	BSD-2-Clause
tuned	2.27.0-1.fc44	noarch	GPL-2.0-or-later AND CC-BY-SA-3.0
tuned-ppd	2.27.0-1.fc44	noarch	GPL-2.0-or-later AND CC-BY-SA-3.0
twolame-libs	0.4.0-9.fc44	x86_64	LGPL-2.1-or-later
tzdata	2026b-1.fc44	noarch	LicenseRef-Fedora-Public-Domain AND (GPL-2.0-only WITH ClassPath-exception-2.0)
uchardet	0.0.8-10.fc44	x86_64	MPL-1.1 OR GPL-2.0-or-later OR LGPL-2.0-or-later
udftools	2.3-13.fc44	x86_64	GPL-2.0-or-later
udisks2	2.11.1-2.fc44	x86_64	GPL-2.0-or-later
udisks2-iscsi	2.11.1-2.fc44	x86_64	LGPL-2.0-or-later
unbound	1.25.1-1.fc44	x86_64	BSD-3-Clause
unbound-anchor	1.25.1-1.fc44	x86_64	BSD-3-Clause
unbound-dracut	1.25.1-1.fc44	x86_64	BSD-3-Clause
unbound-libs	1.25.1-1.fc44	x86_64	BSD-3-Clause
unzip	6.0-69.fc44	x86_64	Info-ZIP
upower	1.91.2-1.fc44	x86_64	GPL-2.0-or-later
upower-libs	1.91.2-1.fc44	x86_64	GPL-2.0-or-later
uriparser	1.0.2-1.fc44	x86_64	BSD-3-Clause
urw-base35-bookman-fonts	20200910-27.fc44	noarch	AGPL-3.0-only AND GPL-2.0-or-later
urw-base35-c059-fonts	20200910-27.fc44	noarch	AGPL-3.0-only AND GPL-2.0-or-later
urw-base35-d050000l-fonts	20200910-27.fc44	noarch	AGPL-3.0-only AND GPL-2.0-or-later
urw-base35-fonts	20200910-27.fc44	noarch	AGPL-3.0-only AND GPL-2.0-or-later
urw-base35-fonts-common	20200910-27.fc44	noarch	AGPL-3.0-only AND GPL-2.0-or-later
urw-base35-gothic-fonts	20200910-27.fc44	noarch	AGPL-3.0-only AND GPL-2.0-or-later
urw-base35-nimbus-mono-ps-fonts	20200910-27.fc44	noarch	AGPL-3.0-only AND GPL-2.0-or-later
urw-base35-nimbus-roman-fonts	20200910-27.fc44	noarch	AGPL-3.0-only AND GPL-2.0-or-later
urw-base35-nimbus-sans-fonts	20200910-27.fc44	noarch	AGPL-3.0-only AND GPL-2.0-or-later
urw-base35-p052-fonts	20200910-27.fc44	noarch	AGPL-3.0-only AND GPL-2.0-or-later
urw-base35-standard-symbols-ps-fonts	20200910-27.fc44	noarch	AGPL-3.0-only AND GPL-2.0-or-later
urw-base35-z003-fonts	20200910-27.fc44	noarch	AGPL-3.0-only AND GPL-2.0-or-later
usbutils	019-2.fc44	x86_64	GPL-2.0-or-later
userspace-rcu	0.15.6-1.fc44	x86_64	LGPL-2.1-or-later
util-linux	2.41.5-1.fc44	x86_64	GPL-1.0-or-later AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-or-later AND LGPL-2.1-or-later AND BSD-2-Clause AND BSD-3-Clause AND BSD-4-Clause-UC AND LicenseRef-Fedora-Public-Domain
util-linux-core	2.41.5-1.fc44	x86_64	GPL-2.0-only AND GPL-2.0-or-later AND BSD-2-Clause AND BSD-3-Clause AND BSD-4-Clause-UC AND LicenseRef-Fedora-Public-Domain
vdpauinfo	1.5-8.fc44	x86_64	MIT
vid.stab	1.1.1-8.fc44	x86_64	GPL-2.0-or-later
vim-data	9.2.725-1.fc44	noarch	Vim AND LGPL-2.1-or-later AND MIT AND GPL-1.0-only AND (GPL-2.0-only OR Vim) AND Apache-2.0 AND BSD-2-Clause AND BSD-3-Clause AND GPL-2.0-or-later AND GPL-3.0-or-later AND OPUBL-1.0 AND Apache-2.0 WITH Swift-exception
vim-minimal	9.2.725-1.fc44	x86_64	Vim AND LGPL-2.1-or-later AND MIT AND GPL-1.0-only AND (GPL-2.0-only OR Vim) AND Apache-2.0 AND BSD-2-Clause AND BSD-3-Clause AND GPL-2.0-or-later AND GPL-3.0-or-later AND OPUBL-1.0 AND Apache-2.0 WITH Swift-exception
virt-what	1.27-5.fc44	x86_64	GPL-2.0-or-later
vo-amrwbenc	0.1.3-24.fc44	x86_64	Apache-2.0
volume_key-libs	0.3.12-29.fc44	x86_64	GPL-2.0-only AND (MPL-1.1 OR GPL-2.0-or-later OR LGPL-2.1-or-later)
vte-profile	0.84.0-1.fc44	x86_64	GPL-3.0-or-later
vte291	0.84.0-1.fc44	x86_64	GPL-3.0-or-later AND LGPL-3.0-or-later AND MIT AND X11 AND CC-BY-4.0
vte291-gtk4	0.84.0-1.fc44	x86_64	LGPL-3.0-or-later AND MIT AND X11
vulkan-loader	1.4.341.0-1.fc44	x86_64	Apache-2.0
vulkan-tools	1.4.341.0-1.fc44	x86_64	Apache-2.0
wavpack	5.9.0-2.fc44	x86_64	BSD-3-Clause AND BSD-2-Clause AND LicenseRef-Fedora-Public-Domain
wcurl	2026.01.05-2.fc44	noarch	curl
webkit2gtk4.1	2.52.4-1.fc44	x86_64	LGPL-2.1-only AND BSD-2-Clause AND BSD-3-Clause AND ISC AND bzip2-1.0.6 AND NCSA AND MIT AND GPL-2.0-only AND MPL-1.1 AND SunPro AND Apache-2.0 AND GPL-3.0-or-later WITH Bison-exception-2.2 AND GPL-3.0-or-later WITH Autoconf-exception-3.0 AND MPL-2.0 AND OFL-1.1 AND (AFL-2.0 OR GPL-2.0-or-later) AND BSD-Source-Code AND BSD-2-Clause-Views AND LGPL-2.1-or-later AND (NCSA OR MIT) AND Apache-2.0 WITH LLVM-exception AND ICU AND BSL-1.0
webkitgtk6.0	2.52.4-1.fc44	x86_64	LGPL-2.1-only AND BSD-2-Clause AND BSD-3-Clause AND ISC AND bzip2-1.0.6 AND NCSA AND MIT AND GPL-2.0-only AND MPL-1.1 AND SunPro AND Apache-2.0 AND GPL-3.0-or-later WITH Bison-exception-2.2 AND GPL-3.0-or-later WITH Autoconf-exception-3.0 AND MPL-2.0 AND OFL-1.1 AND (AFL-2.0 OR GPL-2.0-or-later) AND BSD-Source-Code AND BSD-2-Clause-Views AND LGPL-2.1-or-later AND (NCSA OR MIT) AND Apache-2.0 WITH LLVM-exception AND ICU AND BSL-1.0
webrtc-audio-processing	2.1-5.fc44	x86_64	BSD-3-Clause
which	2.25-1.fc44	x86_64	GPL-3.0-only
whois-nls	5.6.6-1.fc44	noarch	GPL-2.0-or-later
wireless-regdb	2026.05.30-1.fc44	noarch	ISC
wireplumber	0.5.14-1.fc44	x86_64	MIT
wireplumber-libs	0.5.14-1.fc44	x86_64	MIT
wl-clipboard	2.2.1^git20251124.e808203-2.fc44	x86_64	GPL-3.0-or-later
wlroots0.18	0.18.3-5.fc44	x86_64	MIT
wpa_supplicant	2.11-9.fc44	x86_64	BSD-3-Clause
wsdd	0.8-6.fc44	noarch	MIT
wtype	0.4-11.fc44	x86_64	MIT
xcb-util	0.4.1-9.fc44	x86_64	X11-distribute-modifications-variant
xcb-util-errors	1.0.1-7.fc44	x86_64	X11
xcb-util-renderutil	0.3.10-9.fc44	x86_64	X11-distribute-modifications-variant AND HPND-sell-variant
xcb-util-wm	0.4.2-9.fc44	x86_64	X11-distribute-modifications-variant
xdg-dbus-proxy	0.1.7-1.fc44	x86_64	LGPL-2.1-or-later
xdg-desktop-portal	1.22.1-1.fc44	x86_64	LGPL-2.1-or-later
xdg-desktop-portal-gnome	50.0-1.fc44	x86_64	LGPL-2.1-or-later
xdg-desktop-portal-gtk	1.15.3-3.fc44	x86_64	LGPL-2.0-or-later
xdg-user-dirs	0.18-11.fc43	x86_64	GPL-2.0-or-later AND MIT
xdg-user-dirs-gtk	0.16-2.fc44	x86_64	GPL-2.0-or-later
xdg-utils	1.2.1-5.fc44	noarch	MIT
xevd-libs	0.5.0-6.fc44	x86_64	BSD-3-Clause
xeve-libs	0.5.1-6.fc44	x86_64	BSD-3-Clause
xfsprogs	7.0.1-2.fc44	x86_64	GPL-1.0-or-later AND LGPL-2.1-or-later
xhost	1.0.9-11.fc44	x86_64	MIT AND ICU
xkbcomp	1.5.0-2.fc44	x86_64	MIT-open-group AND HPND-DEC
xkeyboard-config	2.47-1.fc44	noarch	HPND AND HPND-sell-variant AND X11 AND X11-distribute-modifications-variant AND MIT AND MIT-open-group AND xkeyboard-config-Zinoviev
xml-common	0.6.3-68.fc44	noarch	GPL-1.0-or-later
xmlrpc-c	1.60.04-5.fc44	x86_64	LicenseRef-Callaway-BSD AND LicenseRef-Callaway-MIT
xmlrpc-c-client	1.60.04-5.fc44	x86_64	LicenseRef-Callaway-BSD AND LicenseRef-Callaway-MIT
xmodmap	1.0.11-10.fc44	x86_64	MIT AND MIT-open-group
xorg-x11-server-Xwayland	24.1.12-1.fc44	x86_64	MIT
xorg-x11-xauth	1.1.5-1.fc44	x86_64	MIT-open-group
xorg-x11-xinit	1.4.3-4.fc44	x86_64	X11-distribute-modifications-variant AND MIT-open-group
xprop	1.2.8-5.fc44	x86_64	MIT
xrdb	1.2.2-7.fc44	x86_64	HPND-DEC AND MIT-open-group
xvidcore	1.3.7-19.fc44	x86_64	GPL-2.0-or-later
xxhash-libs	0.8.3-4.fc44	x86_64	BSD-2-Clause
xz	5.8.2-2.fc44	x86_64	0BSD AND GPL-2.0-or-later AND LicenseRef-Fedora-Public-Domain
xz-libs	5.8.2-2.fc44	x86_64	0BSD
zchunk-libs	1.5.1-4.fc44	x86_64	BSD-2-Clause AND MIT
zenity	4.2.2-1.fc44	x86_64	LGPL-2.1-or-later
zeromq	4.3.5-22.fc43	x86_64	MPL-2.0 AND BSD-3-Clause AND MIT
zimg	3.0.6-3.fc44	x86_64	WTFPL
zix	0.8.0-2.fc44	x86_64	ISC
zlib-ng-compat	2.3.3-3.fc44	x86_64	Zlib
zram-generator	1.2.1-5.fc44	x86_64	MIT AND (MIT OR Apache-2.0)
zram-generator-defaults	1.2.1-5.fc44	noarch	MIT AND (MIT OR Apache-2.0)
zstd	1.5.7-5.fc44	x86_64	BSD-3-Clause OR GPL-2.0-only
zvbi	0.2.44-3.fc44	x86_64	GPL-2.0-or-later AND LGPL-2.0-or-later AND LGPL-2.1-or-later AND BSD-2-Clause AND MIT
